,filepaths,labels
15216,../input/100-bird-species/train/GOLDEN EAGLE/112.jpg,GOLDEN EAGLE
15217,../input/100-bird-species/train/GOLDEN EAGLE/113.jpg,GOLDEN EAGLE
15218,../input/100-bird-species/train/GOLDEN EAGLE/114.jpg,GOLDEN EAGLE
15219,../input/100-bird-species/train/GOLDEN EAGLE/115.jpg,GOLDEN EAGLE
15220,../input/100-bird-species/train/GOLDEN EAGLE/116.jpg,GOLDEN EAGLE
15221,../input/100-bird-species/train/GOLDEN EAGLE/117.jpg,GOLDEN EAGLE
15222,../input/100-bird-species/train/GOLDEN EAGLE/118.jpg,GOLDEN EAGLE
15223,../input/100-bird-species/train/GOLDEN EAGLE/119.jpg,GOLDEN EAGLE
15224,../input/100-bird-species/train/GOLDEN EAGLE/120.jpg,GOLDEN EAGLE
15225,../input/100-bird-species/train/GOLDEN EAGLE/121.jpg,GOLDEN EAGLE
15226,../input/100-bird-species/train/GOLDEN EAGLE/122.jpg,GOLDEN EAGLE
15227,../input/100-bird-species/train/GOLDEN EAGLE/123.jpg,GOLDEN EAGLE
15228,../input/100-bird-species/train/GOLDEN PHEASANT/001.jpg,GOLDEN PHEASANT
15229,../input/100-bird-species/train/GOLDEN PHEASANT/002.jpg,GOLDEN PHEASANT
15230,../input/100-bird-species/train/GOLDEN PHEASANT/003.jpg,GOLDEN PHEASANT
15231,../input/100-bird-species/train/GOLDEN PHEASANT/004.jpg,GOLDEN PHEASANT
15232,../input/100-bird-species/train/GOLDEN PHEASANT/005.jpg,GOLDEN PHEASANT
15233,../input/100-bird-species/train/GOLDEN PHEASANT/006.jpg,GOLDEN PHEASANT
15234,../input/100-bird-species/train/GOLDEN PHEASANT/007.jpg,GOLDEN PHEASANT
15235,../input/100-bird-species/train/GOLDEN PHEASANT/008.jpg,GOLDEN PHEASANT
15236,../input/100-bird-species/train/GOLDEN PHEASANT/009.jpg,GOLDEN PHEASANT
15237,../input/100-bird-species/train/GOLDEN PHEASANT/010.jpg,GOLDEN PHEASANT
15238,../input/100-bird-species/train/GOLDEN PHEASANT/011.jpg,GOLDEN PHEASANT
15239,../input/100-bird-species/train/GOLDEN PHEASANT/012.jpg,GOLDEN PHEASANT
15240,../input/100-bird-species/train/GOLDEN PHEASANT/013.jpg,GOLDEN PHEASANT
15241,../input/100-bird-species/train/GOLDEN PHEASANT/014.jpg,GOLDEN PHEASANT
15242,../input/100-bird-species/train/GOLDEN PHEASANT/015.jpg,GOLDEN PHEASANT
15243,../input/100-bird-species/train/GOLDEN PHEASANT/016.jpg,GOLDEN PHEASANT
15244,../input/100-bird-species/train/GOLDEN PHEASANT/017.jpg,GOLDEN PHEASANT
15245,../input/100-bird-species/train/GOLDEN PHEASANT/018.jpg,GOLDEN PHEASANT
15246,../input/100-bird-species/train/GOLDEN PHEASANT/019.jpg,GOLDEN PHEASANT
15247,../input/100-bird-species/train/GOLDEN PHEASANT/020.jpg,GOLDEN PHEASANT
15248,../input/100-bird-species/train/GOLDEN PHEASANT/021.jpg,GOLDEN PHEASANT
15249,../input/100-bird-species/train/GOLDEN PHEASANT/022.jpg,GOLDEN PHEASANT
15250,../input/100-bird-species/train/GOLDEN PHEASANT/023.jpg,GOLDEN PHEASANT
15251,../input/100-bird-species/train/GOLDEN PHEASANT/024.jpg,GOLDEN PHEASANT
15252,../input/100-bird-species/train/GOLDEN PHEASANT/025.jpg,GOLDEN PHEASANT
15253,../input/100-bird-species/train/GOLDEN PHEASANT/026.jpg,GOLDEN PHEASANT
15254,../input/100-bird-species/train/GOLDEN PHEASANT/027.jpg,GOLDEN PHEASANT
15255,../input/100-bird-species/train/GOLDEN PHEASANT/028.jpg,GOLDEN PHEASANT
15256,../input/100-bird-species/train/GOLDEN PHEASANT/029.jpg,GOLDEN PHEASANT
15257,../input/100-bird-species/train/GOLDEN PHEASANT/030.jpg,GOLDEN PHEASANT
15258,../input/100-bird-species/train/GOLDEN PHEASANT/031.jpg,GOLDEN PHEASANT
15259,../input/100-bird-species/train/GOLDEN PHEASANT/032.jpg,GOLDEN PHEASANT
15260,../input/100-bird-species/train/GOLDEN PHEASANT/033.jpg,GOLDEN PHEASANT
15261,../input/100-bird-species/train/GOLDEN PHEASANT/034.jpg,GOLDEN PHEASANT
15262,../input/100-bird-species/train/GOLDEN PHEASANT/035.jpg,GOLDEN PHEASANT
15263,../input/100-bird-species/train/GOLDEN PHEASANT/036.jpg,GOLDEN PHEASANT
15264,../input/100-bird-species/train/GOLDEN PHEASANT/037.jpg,GOLDEN PHEASANT
15265,../input/100-bird-species/train/GOLDEN PHEASANT/038.jpg,GOLDEN PHEASANT
15266,../input/100-bird-species/train/GOLDEN PHEASANT/039.jpg,GOLDEN PHEASANT
15267,../input/100-bird-species/train/GOLDEN PHEASANT/040.jpg,GOLDEN PHEASANT
15268,../input/100-bird-species/train/GOLDEN PHEASANT/041.jpg,GOLDEN PHEASANT
15269,../input/100-bird-species/train/GOLDEN PHEASANT/042.jpg,GOLDEN PHEASANT
15270,../input/100-bird-species/train/GOLDEN PHEASANT/043.jpg,GOLDEN PHEASANT
15271,../input/100-bird-species/train/GOLDEN PHEASANT/044.jpg,GOLDEN PHEASANT
15272,../input/100-bird-species/train/GOLDEN PHEASANT/045.jpg,GOLDEN PHEASANT
15273,../input/100-bird-species/train/GOLDEN PHEASANT/046.jpg,GOLDEN PHEASANT
15274,../input/100-bird-species/train/GOLDEN PHEASANT/047.jpg,GOLDEN PHEASANT
15275,../input/100-bird-species/train/GOLDEN PHEASANT/048.jpg,GOLDEN PHEASANT
15276,../input/100-bird-species/train/GOLDEN PHEASANT/049.jpg,GOLDEN PHEASANT
15277,../input/100-bird-species/train/GOLDEN PHEASANT/050.jpg,GOLDEN PHEASANT
15278,../input/100-bird-species/train/GOLDEN PHEASANT/051.jpg,GOLDEN PHEASANT
15279,../input/100-bird-species/train/GOLDEN PHEASANT/052.jpg,GOLDEN PHEASANT
15280,../input/100-bird-species/train/GOLDEN PHEASANT/053.jpg,GOLDEN PHEASANT
15281,../input/100-bird-species/train/GOLDEN PHEASANT/054.jpg,GOLDEN PHEASANT
15282,../input/100-bird-species/train/GOLDEN PHEASANT/055.jpg,GOLDEN PHEASANT
15283,../input/100-bird-species/train/GOLDEN PHEASANT/056.jpg,GOLDEN PHEASANT
15284,../input/100-bird-species/train/GOLDEN PHEASANT/057.jpg,GOLDEN PHEASANT
15285,../input/100-bird-species/train/GOLDEN PHEASANT/058.jpg,GOLDEN PHEASANT
15286,../input/100-bird-species/train/GOLDEN PHEASANT/059.jpg,GOLDEN PHEASANT
15287,../input/100-bird-species/train/GOLDEN PHEASANT/060.jpg,GOLDEN PHEASANT
15288,../input/100-bird-species/train/GOLDEN PHEASANT/061.jpg,GOLDEN PHEASANT
15289,../input/100-bird-species/train/GOLDEN PHEASANT/062.jpg,GOLDEN PHEASANT
15290,../input/100-bird-species/train/GOLDEN PHEASANT/063.jpg,GOLDEN PHEASANT
15291,../input/100-bird-species/train/GOLDEN PHEASANT/064.jpg,GOLDEN PHEASANT
15292,../input/100-bird-species/train/GOLDEN PHEASANT/065.jpg,GOLDEN PHEASANT
15293,../input/100-bird-species/train/GOLDEN PHEASANT/066.jpg,GOLDEN PHEASANT
15294,../input/100-bird-species/train/GOLDEN PHEASANT/067.jpg,GOLDEN PHEASANT
15295,../input/100-bird-species/train/GOLDEN PHEASANT/068.jpg,GOLDEN PHEASANT
15296,../input/100-bird-species/train/GOLDEN PHEASANT/069.jpg,GOLDEN PHEASANT
15297,../input/100-bird-species/train/GOLDEN PHEASANT/070.jpg,GOLDEN PHEASANT
15298,../input/100-bird-species/train/GOLDEN PHEASANT/071.jpg,GOLDEN PHEASANT
15299,../input/100-bird-species/train/GOLDEN PHEASANT/072.jpg,GOLDEN PHEASANT
15300,../input/100-bird-species/train/GOLDEN PHEASANT/073.jpg,GOLDEN PHEASANT
15301,../input/100-bird-species/train/GOLDEN PHEASANT/074.jpg,GOLDEN PHEASANT
15302,../input/100-bird-species/train/GOLDEN PHEASANT/075.jpg,GOLDEN PHEASANT
15303,../input/100-bird-species/train/GOLDEN PHEASANT/076.jpg,GOLDEN PHEASANT
15304,../input/100-bird-species/train/GOLDEN PHEASANT/077.jpg,GOLDEN PHEASANT
15305,../input/100-bird-species/train/GOLDEN PHEASANT/078.jpg,GOLDEN PHEASANT
15306,../input/100-bird-species/train/GOLDEN PHEASANT/079.jpg,GOLDEN PHEASANT
15307,../input/100-bird-species/train/GOLDEN PHEASANT/080.jpg,GOLDEN PHEASANT
15308,../input/100-bird-species/train/GOLDEN PHEASANT/081.jpg,GOLDEN PHEASANT
15309,../input/100-bird-species/train/GOLDEN PHEASANT/082.jpg,GOLDEN PHEASANT
15310,../input/100-bird-species/train/GOLDEN PHEASANT/083.jpg,GOLDEN PHEASANT
15311,../input/100-bird-species/train/GOLDEN PHEASANT/084.jpg,GOLDEN PHEASANT
15312,../input/100-bird-species/train/GOLDEN PHEASANT/085.jpg,GOLDEN PHEASANT
15313,../input/100-bird-species/train/GOLDEN PHEASANT/086.jpg,GOLDEN PHEASANT
15314,../input/100-bird-species/train/GOLDEN PHEASANT/087.jpg,GOLDEN PHEASANT
15315,../input/100-bird-species/train/GOLDEN PHEASANT/088.jpg,GOLDEN PHEASANT
15316,../input/100-bird-species/train/GOLDEN PHEASANT/089.jpg,GOLDEN PHEASANT
15317,../input/100-bird-species/train/GOLDEN PHEASANT/090.jpg,GOLDEN PHEASANT
15318,../input/100-bird-species/train/GOLDEN PHEASANT/091.jpg,GOLDEN PHEASANT
15319,../input/100-bird-species/train/GOLDEN PHEASANT/092.jpg,GOLDEN PHEASANT
15320,../input/100-bird-species/train/GOLDEN PHEASANT/093.jpg,GOLDEN PHEASANT
15321,../input/100-bird-species/train/GOLDEN PHEASANT/094.jpg,GOLDEN PHEASANT
15322,../input/100-bird-species/train/GOLDEN PHEASANT/095.jpg,GOLDEN PHEASANT
15323,../input/100-bird-species/train/GOLDEN PHEASANT/096.jpg,GOLDEN PHEASANT
15324,../input/100-bird-species/train/GOLDEN PHEASANT/097.jpg,GOLDEN PHEASANT
15325,../input/100-bird-species/train/GOLDEN PHEASANT/098.jpg,GOLDEN PHEASANT
15326,../input/100-bird-species/train/GOLDEN PHEASANT/099.jpg,GOLDEN PHEASANT
15327,../input/100-bird-species/train/GOLDEN PHEASANT/100.jpg,GOLDEN PHEASANT
15328,../input/100-bird-species/train/GOLDEN PHEASANT/101.jpg,GOLDEN PHEASANT
15329,../input/100-bird-species/train/GOLDEN PHEASANT/102.jpg,GOLDEN PHEASANT
15330,../input/100-bird-species/train/GOLDEN PHEASANT/103.jpg,GOLDEN PHEASANT
15331,../input/100-bird-species/train/GOLDEN PHEASANT/104.jpg,GOLDEN PHEASANT
15332,../input/100-bird-species/train/GOLDEN PHEASANT/105.jpg,GOLDEN PHEASANT
15333,../input/100-bird-species/train/GOLDEN PHEASANT/106.jpg,GOLDEN PHEASANT
15334,../input/100-bird-species/train/GOLDEN PHEASANT/107.jpg,GOLDEN PHEASANT
15335,../input/100-bird-species/train/GOLDEN PIPIT/001.jpg,GOLDEN PIPIT
15336,../input/100-bird-species/train/GOLDEN PIPIT/002.jpg,GOLDEN PIPIT
15337,../input/100-bird-species/train/GOLDEN PIPIT/003.jpg,GOLDEN PIPIT
15338,../input/100-bird-species/train/GOLDEN PIPIT/004.jpg,GOLDEN PIPIT
15339,../input/100-bird-species/train/GOLDEN PIPIT/005.jpg,GOLDEN PIPIT
15340,../input/100-bird-species/train/GOLDEN PIPIT/006.jpg,GOLDEN PIPIT
15341,../input/100-bird-species/train/GOLDEN PIPIT/007.jpg,GOLDEN PIPIT
15342,../input/100-bird-species/train/GOLDEN PIPIT/008.jpg,GOLDEN PIPIT
15343,../input/100-bird-species/train/GOLDEN PIPIT/009.jpg,GOLDEN PIPIT
15344,../input/100-bird-species/train/GOLDEN PIPIT/010.jpg,GOLDEN PIPIT
15345,../input/100-bird-species/train/GOLDEN PIPIT/011.jpg,GOLDEN PIPIT
15346,../input/100-bird-species/train/GOLDEN PIPIT/012.jpg,GOLDEN PIPIT
15347,../input/100-bird-species/train/GOLDEN PIPIT/013.jpg,GOLDEN PIPIT
15348,../input/100-bird-species/train/GOLDEN PIPIT/014.jpg,GOLDEN PIPIT
15349,../input/100-bird-species/train/GOLDEN PIPIT/015.jpg,GOLDEN PIPIT
15350,../input/100-bird-species/train/GOLDEN PIPIT/016.jpg,GOLDEN PIPIT
15351,../input/100-bird-species/train/GOLDEN PIPIT/017.jpg,GOLDEN PIPIT
15352,../input/100-bird-species/train/GOLDEN PIPIT/018.jpg,GOLDEN PIPIT
15353,../input/100-bird-species/train/GOLDEN PIPIT/019.jpg,GOLDEN PIPIT
15354,../input/100-bird-species/train/GOLDEN PIPIT/020.jpg,GOLDEN PIPIT
15355,../input/100-bird-species/train/GOLDEN PIPIT/021.jpg,GOLDEN PIPIT
15356,../input/100-bird-species/train/GOLDEN PIPIT/022.jpg,GOLDEN PIPIT
15357,../input/100-bird-species/train/GOLDEN PIPIT/023.jpg,GOLDEN PIPIT
15358,../input/100-bird-species/train/GOLDEN PIPIT/024.jpg,GOLDEN PIPIT
15359,../input/100-bird-species/train/GOLDEN PIPIT/025.jpg,GOLDEN PIPIT
15360,../input/100-bird-species/train/GOLDEN PIPIT/026.jpg,GOLDEN PIPIT
15361,../input/100-bird-species/train/GOLDEN PIPIT/027.jpg,GOLDEN PIPIT
15362,../input/100-bird-species/train/GOLDEN PIPIT/028.jpg,GOLDEN PIPIT
15363,../input/100-bird-species/train/GOLDEN PIPIT/029.jpg,GOLDEN PIPIT
15364,../input/100-bird-species/train/GOLDEN PIPIT/030.jpg,GOLDEN PIPIT
15365,../input/100-bird-species/train/GOLDEN PIPIT/031.jpg,GOLDEN PIPIT
15366,../input/100-bird-species/train/GOLDEN PIPIT/032.jpg,GOLDEN PIPIT
15367,../input/100-bird-species/train/GOLDEN PIPIT/033.jpg,GOLDEN PIPIT
15368,../input/100-bird-species/train/GOLDEN PIPIT/034.jpg,GOLDEN PIPIT
15369,../input/100-bird-species/train/GOLDEN PIPIT/035.jpg,GOLDEN PIPIT
15370,../input/100-bird-species/train/GOLDEN PIPIT/036.jpg,GOLDEN PIPIT
15371,../input/100-bird-species/train/GOLDEN PIPIT/037.jpg,GOLDEN PIPIT
15372,../input/100-bird-species/train/GOLDEN PIPIT/038.jpg,GOLDEN PIPIT
15373,../input/100-bird-species/train/GOLDEN PIPIT/039.jpg,GOLDEN PIPIT
15374,../input/100-bird-species/train/GOLDEN PIPIT/040.jpg,GOLDEN PIPIT
15375,../input/100-bird-species/train/GOLDEN PIPIT/041.jpg,GOLDEN PIPIT
15376,../input/100-bird-species/train/GOLDEN PIPIT/042.jpg,GOLDEN PIPIT
15377,../input/100-bird-species/train/GOLDEN PIPIT/043.jpg,GOLDEN PIPIT
15378,../input/100-bird-species/train/GOLDEN PIPIT/044.jpg,GOLDEN PIPIT
15379,../input/100-bird-species/train/GOLDEN PIPIT/045.jpg,GOLDEN PIPIT
15380,../input/100-bird-species/train/GOLDEN PIPIT/046.jpg,GOLDEN PIPIT
15381,../input/100-bird-species/train/GOLDEN PIPIT/047.jpg,GOLDEN PIPIT
15382,../input/100-bird-species/train/GOLDEN PIPIT/048.jpg,GOLDEN PIPIT
15383,../input/100-bird-species/train/GOLDEN PIPIT/049.jpg,GOLDEN PIPIT
15384,../input/100-bird-species/train/GOLDEN PIPIT/050.jpg,GOLDEN PIPIT
15385,../input/100-bird-species/train/GOLDEN PIPIT/051.jpg,GOLDEN PIPIT
15386,../input/100-bird-species/train/GOLDEN PIPIT/052.jpg,GOLDEN PIPIT
15387,../input/100-bird-species/train/GOLDEN PIPIT/053.jpg,GOLDEN PIPIT
15388,../input/100-bird-species/train/GOLDEN PIPIT/054.jpg,GOLDEN PIPIT
15389,../input/100-bird-species/train/GOLDEN PIPIT/055.jpg,GOLDEN PIPIT
15390,../input/100-bird-species/train/GOLDEN PIPIT/056.jpg,GOLDEN PIPIT
15391,../input/100-bird-species/train/GOLDEN PIPIT/057.jpg,GOLDEN PIPIT
15392,../input/100-bird-species/train/GOLDEN PIPIT/058.jpg,GOLDEN PIPIT
15393,../input/100-bird-species/train/GOLDEN PIPIT/059.jpg,GOLDEN PIPIT
15394,../input/100-bird-species/train/GOLDEN PIPIT/060.jpg,GOLDEN PIPIT
15395,../input/100-bird-species/train/GOLDEN PIPIT/061.jpg,GOLDEN PIPIT
15396,../input/100-bird-species/train/GOLDEN PIPIT/062.jpg,GOLDEN PIPIT
15397,../input/100-bird-species/train/GOLDEN PIPIT/063.jpg,GOLDEN PIPIT
15398,../input/100-bird-species/train/GOLDEN PIPIT/064.jpg,GOLDEN PIPIT
15399,../input/100-bird-species/train/GOLDEN PIPIT/065.jpg,GOLDEN PIPIT
15400,../input/100-bird-species/train/GOLDEN PIPIT/066.jpg,GOLDEN PIPIT
15401,../input/100-bird-species/train/GOLDEN PIPIT/067.jpg,GOLDEN PIPIT
15402,../input/100-bird-species/train/GOLDEN PIPIT/068.jpg,GOLDEN PIPIT
15403,../input/100-bird-species/train/GOLDEN PIPIT/069.jpg,GOLDEN PIPIT
15404,../input/100-bird-species/train/GOLDEN PIPIT/070.jpg,GOLDEN PIPIT
15405,../input/100-bird-species/train/GOLDEN PIPIT/071.jpg,GOLDEN PIPIT
15406,../input/100-bird-species/train/GOLDEN PIPIT/072.jpg,GOLDEN PIPIT
15407,../input/100-bird-species/train/GOLDEN PIPIT/073.jpg,GOLDEN PIPIT
15408,../input/100-bird-species/train/GOLDEN PIPIT/074.jpg,GOLDEN PIPIT
15409,../input/100-bird-species/train/GOLDEN PIPIT/075.jpg,GOLDEN PIPIT
15410,../input/100-bird-species/train/GOLDEN PIPIT/076.jpg,GOLDEN PIPIT
15411,../input/100-bird-species/train/GOLDEN PIPIT/077.jpg,GOLDEN PIPIT
15412,../input/100-bird-species/train/GOLDEN PIPIT/078.jpg,GOLDEN PIPIT
15413,../input/100-bird-species/train/GOLDEN PIPIT/079.jpg,GOLDEN PIPIT
15414,../input/100-bird-species/train/GOLDEN PIPIT/080.jpg,GOLDEN PIPIT
15415,../input/100-bird-species/train/GOLDEN PIPIT/081.jpg,GOLDEN PIPIT
15416,../input/100-bird-species/train/GOLDEN PIPIT/082.jpg,GOLDEN PIPIT
15417,../input/100-bird-species/train/GOLDEN PIPIT/083.jpg,GOLDEN PIPIT
15418,../input/100-bird-species/train/GOLDEN PIPIT/084.jpg,GOLDEN PIPIT
15419,../input/100-bird-species/train/GOLDEN PIPIT/085.jpg,GOLDEN PIPIT
15420,../input/100-bird-species/train/GOLDEN PIPIT/086.jpg,GOLDEN PIPIT
15421,../input/100-bird-species/train/GOLDEN PIPIT/087.jpg,GOLDEN PIPIT
15422,../input/100-bird-species/train/GOLDEN PIPIT/088.jpg,GOLDEN PIPIT
15423,../input/100-bird-species/train/GOLDEN PIPIT/089.jpg,GOLDEN PIPIT
15424,../input/100-bird-species/train/GOLDEN PIPIT/090.jpg,GOLDEN PIPIT
15425,../input/100-bird-species/train/GOLDEN PIPIT/091.jpg,GOLDEN PIPIT
15426,../input/100-bird-species/train/GOLDEN PIPIT/092.jpg,GOLDEN PIPIT
15427,../input/100-bird-species/train/GOLDEN PIPIT/093.jpg,GOLDEN PIPIT
15428,../input/100-bird-species/train/GOLDEN PIPIT/094.jpg,GOLDEN PIPIT
15429,../input/100-bird-species/train/GOLDEN PIPIT/095.jpg,GOLDEN PIPIT
15430,../input/100-bird-species/train/GOLDEN PIPIT/096.jpg,GOLDEN PIPIT
15431,../input/100-bird-species/train/GOLDEN PIPIT/097.jpg,GOLDEN PIPIT
15432,../input/100-bird-species/train/GOLDEN PIPIT/098.jpg,GOLDEN PIPIT
15433,../input/100-bird-species/train/GOLDEN PIPIT/099.jpg,GOLDEN PIPIT
15434,../input/100-bird-species/train/GOLDEN PIPIT/100.jpg,GOLDEN PIPIT
15435,../input/100-bird-species/train/GOLDEN PIPIT/101.jpg,GOLDEN PIPIT
15436,../input/100-bird-species/train/GOLDEN PIPIT/102.jpg,GOLDEN PIPIT
15437,../input/100-bird-species/train/GOLDEN PIPIT/103.jpg,GOLDEN PIPIT
15438,../input/100-bird-species/train/GOLDEN PIPIT/104.jpg,GOLDEN PIPIT
15439,../input/100-bird-species/train/GOLDEN PIPIT/105.jpg,GOLDEN PIPIT
15440,../input/100-bird-species/train/GOLDEN PIPIT/106.jpg,GOLDEN PIPIT
15441,../input/100-bird-species/train/GOLDEN PIPIT/107.jpg,GOLDEN PIPIT
15442,../input/100-bird-species/train/GOLDEN PIPIT/108.jpg,GOLDEN PIPIT
15443,../input/100-bird-species/train/GOLDEN PIPIT/109.jpg,GOLDEN PIPIT
15444,../input/100-bird-species/train/GOLDEN PIPIT/110.jpg,GOLDEN PIPIT
15445,../input/100-bird-species/train/GOLDEN PIPIT/111.jpg,GOLDEN PIPIT
15446,../input/100-bird-species/train/GOLDEN PIPIT/112.jpg,GOLDEN PIPIT
15447,../input/100-bird-species/train/GOLDEN PIPIT/113.jpg,GOLDEN PIPIT
15448,../input/100-bird-species/train/GOULDIAN FINCH/001.jpg,GOULDIAN FINCH
15449,../input/100-bird-species/train/GOULDIAN FINCH/002.jpg,GOULDIAN FINCH
15450,../input/100-bird-species/train/GOULDIAN FINCH/003.jpg,GOULDIAN FINCH
15451,../input/100-bird-species/train/GOULDIAN FINCH/004.jpg,GOULDIAN FINCH
15452,../input/100-bird-species/train/GOULDIAN FINCH/005.jpg,GOULDIAN FINCH
15453,../input/100-bird-species/train/GOULDIAN FINCH/006.jpg,GOULDIAN FINCH
15454,../input/100-bird-species/train/GOULDIAN FINCH/007.jpg,GOULDIAN FINCH
15455,../input/100-bird-species/train/GOULDIAN FINCH/008.jpg,GOULDIAN FINCH
15456,../input/100-bird-species/train/GOULDIAN FINCH/009.jpg,GOULDIAN FINCH
15457,../input/100-bird-species/train/GOULDIAN FINCH/010.jpg,GOULDIAN FINCH
15458,../input/100-bird-species/train/GOULDIAN FINCH/011.jpg,GOULDIAN FINCH
15459,../input/100-bird-species/train/GOULDIAN FINCH/012.jpg,GOULDIAN FINCH
15460,../input/100-bird-species/train/GOULDIAN FINCH/013.jpg,GOULDIAN FINCH
15461,../input/100-bird-species/train/GOULDIAN FINCH/014.jpg,GOULDIAN FINCH
15462,../input/100-bird-species/train/GOULDIAN FINCH/015.jpg,GOULDIAN FINCH
15463,../input/100-bird-species/train/GOULDIAN FINCH/016.jpg,GOULDIAN FINCH
15464,../input/100-bird-species/train/GOULDIAN FINCH/017.jpg,GOULDIAN FINCH
15465,../input/100-bird-species/train/GOULDIAN FINCH/018.jpg,GOULDIAN FINCH
15466,../input/100-bird-species/train/GOULDIAN FINCH/019.jpg,GOULDIAN FINCH
15467,../input/100-bird-species/train/GOULDIAN FINCH/020.jpg,GOULDIAN FINCH
15468,../input/100-bird-species/train/GOULDIAN FINCH/021.jpg,GOULDIAN FINCH
15469,../input/100-bird-species/train/GOULDIAN FINCH/022.jpg,GOULDIAN FINCH
15470,../input/100-bird-species/train/GOULDIAN FINCH/023.jpg,GOULDIAN FINCH
15471,../input/100-bird-species/train/GOULDIAN FINCH/024.jpg,GOULDIAN FINCH
15472,../input/100-bird-species/train/GOULDIAN FINCH/025.jpg,GOULDIAN FINCH
15473,../input/100-bird-species/train/GOULDIAN FINCH/026.jpg,GOULDIAN FINCH
15474,../input/100-bird-species/train/GOULDIAN FINCH/027.jpg,GOULDIAN FINCH
15475,../input/100-bird-species/train/GOULDIAN FINCH/028.jpg,GOULDIAN FINCH
15476,../input/100-bird-species/train/GOULDIAN FINCH/029.jpg,GOULDIAN FINCH
15477,../input/100-bird-species/train/GOULDIAN FINCH/030.jpg,GOULDIAN FINCH
15478,../input/100-bird-species/train/GOULDIAN FINCH/031.jpg,GOULDIAN FINCH
15479,../input/100-bird-species/train/GOULDIAN FINCH/032.jpg,GOULDIAN FINCH
15480,../input/100-bird-species/train/GOULDIAN FINCH/033.jpg,GOULDIAN FINCH
15481,../input/100-bird-species/train/GOULDIAN FINCH/034.jpg,GOULDIAN FINCH
15482,../input/100-bird-species/train/GOULDIAN FINCH/035.jpg,GOULDIAN FINCH
15483,../input/100-bird-species/train/GOULDIAN FINCH/036.jpg,GOULDIAN FINCH
15484,../input/100-bird-species/train/GOULDIAN FINCH/037.jpg,GOULDIAN FINCH
15485,../input/100-bird-species/train/GOULDIAN FINCH/038.jpg,GOULDIAN FINCH
15486,../input/100-bird-species/train/GOULDIAN FINCH/039.jpg,GOULDIAN FINCH
15487,../input/100-bird-species/train/GOULDIAN FINCH/040.jpg,GOULDIAN FINCH
15488,../input/100-bird-species/train/GOULDIAN FINCH/041.jpg,GOULDIAN FINCH
15489,../input/100-bird-species/train/GOULDIAN FINCH/042.jpg,GOULDIAN FINCH
15490,../input/100-bird-species/train/GOULDIAN FINCH/043.jpg,GOULDIAN FINCH
15491,../input/100-bird-species/train/GOULDIAN FINCH/044.jpg,GOULDIAN FINCH
15492,../input/100-bird-species/train/GOULDIAN FINCH/045.jpg,GOULDIAN FINCH
15493,../input/100-bird-species/train/GOULDIAN FINCH/046.jpg,GOULDIAN FINCH
15494,../input/100-bird-species/train/GOULDIAN FINCH/047.jpg,GOULDIAN FINCH
15495,../input/100-bird-species/train/GOULDIAN FINCH/048.jpg,GOULDIAN FINCH
15496,../input/100-bird-species/train/GOULDIAN FINCH/049.jpg,GOULDIAN FINCH
15497,../input/100-bird-species/train/GOULDIAN FINCH/050.jpg,GOULDIAN FINCH
15498,../input/100-bird-species/train/GOULDIAN FINCH/051.jpg,GOULDIAN FINCH
15499,../input/100-bird-species/train/GOULDIAN FINCH/052.jpg,GOULDIAN FINCH
15500,../input/100-bird-species/train/GOULDIAN FINCH/053.jpg,GOULDIAN FINCH
15501,../input/100-bird-species/train/GOULDIAN FINCH/054.jpg,GOULDIAN FINCH
15502,../input/100-bird-species/train/GOULDIAN FINCH/055.jpg,GOULDIAN FINCH
15503,../input/100-bird-species/train/GOULDIAN FINCH/056.jpg,GOULDIAN FINCH
15504,../input/100-bird-species/train/GOULDIAN FINCH/057.jpg,GOULDIAN FINCH
15505,../input/100-bird-species/train/GOULDIAN FINCH/058.jpg,GOULDIAN FINCH
15506,../input/100-bird-species/train/GOULDIAN FINCH/059.jpg,GOULDIAN FINCH
15507,../input/100-bird-species/train/GOULDIAN FINCH/060.jpg,GOULDIAN FINCH
15508,../input/100-bird-species/train/GOULDIAN FINCH/061.jpg,GOULDIAN FINCH
15509,../input/100-bird-species/train/GOULDIAN FINCH/062.jpg,GOULDIAN FINCH
15510,../input/100-bird-species/train/GOULDIAN FINCH/063.jpg,GOULDIAN FINCH
15511,../input/100-bird-species/train/GOULDIAN FINCH/064.jpg,GOULDIAN FINCH
15512,../input/100-bird-species/train/GOULDIAN FINCH/065.jpg,GOULDIAN FINCH
15513,../input/100-bird-species/train/GOULDIAN FINCH/066.jpg,GOULDIAN FINCH
